SampleID	Station	Time	Latitude	Longitude	Xkm	Ykm	Month	Year	BottomDepth	Season	Discovery
136	6	2	49.2672	-13.4825	37.488	-81.453	8	2001	4020	2	255
137	6	2	49.2672	-13.4825	37.488	-81.453	8	2001	4020	2	255
138	6	2	49.2672	-13.4825	37.488	-81.453	8	2001	4020	2	255
139	6	2	49.2672	-13.4825	37.488	-81.453	8	2001	4020	2	255
140	6	2	49.2672	-13.4825	37.488	-81.453	8	2001	4020	2	255
141	6	2	49.2672	-13.4825	37.488	-81.453	8	2001	4020	2	255
142	6	2	49.2672	-13.4825	37.488	-81.453	8	2001	4020	2	255
143	6	2	49.2672	-13.4825	37.488	-81.453	8	2001	4020	2	255
144	6	2	49.2672	-13.4825	37.488	-81.453	8	2001	4020	2	255
145	6	2	49.2672	-13.4825	37.488	-81.453	8	2001	4020	2	255
146	6	2	49.2672	-13.4825	37.488	-81.453	8	2001	4020	2	255
147	6	2	49.2672	-13.4825	37.488	-81.453	8	2001	4020	2	255
148	6	2	49.2672	-13.4825	37.488	-81.453	8	2001	4020	2	255
149	7	3	49.8517	-13.0368	68.996	-16.446	8	2001	2487	2	255
150	7	3	49.8517	-13.0368	68.996	-16.446	8	2001	2487	2	255
151	7	3	49.8517	-13.0368	68.996	-16.446	8	2001	2487	2	255
152	7	3	49.8517	-13.0368	68.996	-16.446	8	2001	2487	2	255
153	7	3	49.8517	-13.0368	68.996	-16.446	8	2001	2487	2	255
154	7	3	49.8517	-13.0368	68.996	-16.446	8	2001	2487	2	255
155	7	3	49.8517	-13.0368	68.996	-16.446	8	2001	2487	2	255
156	7	3	49.8517	-13.0368	68.996	-16.446	8	2001	2487	2	255
157	7	3	49.8517	-13.0368	68.996	-16.446	8	2001	2487	2	255
158	7	3	49.8517	-13.0368	68.996	-16.446	8	2001	2487	2	255
159	7	3	49.8517	-13.0368	68.996	-16.446	8	2001	2487	2	255
160	7	3	49.8517	-13.0368	68.996	-16.446	8	2001	2487	2	255
161	7	3	49.8517	-13.0368	68.996	-16.446	8	2001	2487	2	255
162	7	3	49.8517	-13.0368	68.996	-16.446	8	2001	2487	2	255
163	7	3	49.8517	-13.0368	68.996	-16.446	8	2001	2487	2	255
164	7	3	49.8517	-13.0368	68.996	-16.446	8	2001	2487	2	255
165	7	3	49.8517	-13.0368	68.996	-16.446	8	2001	2487	2	255
166	7	3	49.8517	-13.0368	68.996	-16.446	8	2001	2487	2	255
167	7	3	49.8517	-13.0368	68.996	-16.446	8	2001	2487	2	255
168	7	3	49.8517	-13.0368	68.996	-16.446	8	2001	2487	2	255
169	7	3	49.8517	-13.0368	68.996	-16.446	8	2001	2487	2	255
170	7	3	49.8517	-13.0368	68.996	-16.446	8	2001	2487	2	255
171	7	3	49.8517	-13.0368	68.996	-16.446	8	2001	2487	2	255
172	7	3	49.8517	-13.0368	68.996	-16.446	8	2001	2487	2	255
173	7	3	49.8517	-13.0368	68.996	-16.446	8	2001	2487	2	255
174	7	3	49.8517	-13.0368	68.996	-16.446	8	2001	2487	2	255
175	7	3	49.8517	-13.0368	68.996	-16.446	8	2001	2487	2	255
176	7	3	49.8517	-13.0368	68.996	-16.446	8	2001	2487	2	255
177	7	3	49.8517	-13.0368	68.996	-16.446	8	2001	2487	2	255
178	7	3	49.8517	-13.0368	68.996	-16.446	8	2001	2487	2	255
179	7	3	49.8517	-13.0368	68.996	-16.446	8	2001	2487	2	255
180	7	3	49.8517	-13.0368	68.996	-16.446	8	2001	2487	2	255
181	7	3	49.8517	-13.0368	68.996	-16.446	8	2001	2487	2	255
182	7	3	49.8517	-13.0368	68.996	-16.446	8	2001	2487	2	255
183	7	3	49.8517	-13.0368	68.996	-16.446	8	2001	2487	2	255
184	8	2	49.8515	-13.047	68.28	-16.446	8	2001	2497	2	255
185	8	2	49.8515	-13.047	68.28	-16.446	8	2001	2497	2	255
186	8	2	49.8515	-13.047	68.28	-16.446	8	2001	2497	2	255
187	8	2	49.8515	-13.047	68.28	-16.446	8	2001	2497	2	255
188	8	2	49.8515	-13.047	68.28	-16.446	8	2001	2497	2	255
189	8	2	49.8515	-13.047	68.28	-16.446	8	2001	2497	2	255
190	8	2	49.8515	-13.047	68.28	-16.446	8	2001	2497	2	255
191	8	2	49.8515	-13.047	68.28	-16.446	8	2001	2497	2	255
192	8	2	49.8515	-13.047	68.28	-16.446	8	2001	2497	2	255
193	8	2	49.8515	-13.047	68.28	-16.446	8	2001	2497	2	255
194	8	2	49.8515	-13.047	68.28	-16.446	8	2001	2497	2	255
195	8	2	49.8515	-13.047	68.28	-16.446	8	2001	2497	2	255
196	8	2	49.8515	-13.047	68.28	-16.446	8	2001	2497	2	255
197	8	2	49.8515	-13.047	68.28	-16.446	8	2001	2497	2	255
198	8	2	49.8515	-13.047	68.28	-16.446	8	2001	2497	2	255
199	8	2	49.8515	-13.047	68.28	-16.446	8	2001	2497	2	255
200	8	2	49.8515	-13.047	68.28	-16.446	8	2001	2497	2	255
201	8	2	49.8515	-13.047	68.28	-16.446	8	2001	2497	2	255
202	8	2	49.8515	-13.047	68.28	-16.446	8	2001	2497	2	255
203	8	2	49.8515	-13.047	68.28	-16.446	8	2001	2497	2	255
204	8	2	49.8515	-13.047	68.28	-16.446	8	2001	2497	2	255
205	8	2	49.8515	-13.047	68.28	-16.446	8	2001	2497	2	255
206	8	2	49.8515	-13.047	68.28	-16.446	8	2001	2497	2	255
207	8	2	49.8515	-13.047	68.28	-16.446	8	2001	2497	2	255
208	8	2	49.8515	-13.047	68.28	-16.446	8	2001	2497	2	255
209	8	2	49.8515	-13.047	68.28	-16.446	8	2001	2497	2	255
210	8	2	49.8515	-13.047	68.28	-16.446	8	2001	2497	2	255
211	8	2	49.8515	-13.047	68.28	-16.446	8	2001	2497	2	255
212	8	2	49.8515	-13.047	68.28	-16.446	8	2001	2497	2	255
213	8	2	49.8515	-13.047	68.28	-16.446	8	2001	2497	2	255
214	8	2	49.8515	-13.047	68.28	-16.446	8	2001	2497	2	255
215	8	2	49.8515	-13.047	68.28	-16.446	8	2001	2497	2	255
216	8	2	49.8515	-13.047	68.28	-16.446	8	2001	2497	2	255
217	8	2	49.8515	-13.047	68.28	-16.446	8	2001	2497	2	255
218	9	3	49.5022	-13.7062	21.216	-55.339	8	2001	4000	2	255
219	9	3	49.5022	-13.7062	21.216	-55.339	8	2001	4000	2	255
220	9	3	49.5022	-13.7062	21.216	-55.339	8	2001	4000	2	255
221	9	3	49.5022	-13.7062	21.216	-55.339	8	2001	4000	2	255
222	9	3	49.5022	-13.7062	21.216	-55.339	8	2001	4000	2	255
223	9	3	49.5022	-13.7062	21.216	-55.339	8	2001	4000	2	255
224	9	3	49.5022	-13.7062	21.216	-55.339	8	2001	4000	2	255
225	9	3	49.5022	-13.7062	21.216	-55.339	8	2001	4000	2	255
226	9	3	49.5022	-13.7062	21.216	-55.339	8	2001	4000	2	255
227	9	3	49.5022	-13.7062	21.216	-55.339	8	2001	4000	2	255
228	9	3	49.5022	-13.7062	21.216	-55.339	8	2001	4000	2	255
229	9	3	49.5022	-13.7062	21.216	-55.339	8	2001	4000	2	255
230	9	3	49.5022	-13.7062	21.216	-55.339	8	2001	4000	2	255
231	9	3	49.5022	-13.7062	21.216	-55.339	8	2001	4000	2	255
232	9	3	49.5022	-13.7062	21.216	-55.339	8	2001	4000	2	255
233	9	3	49.5022	-13.7062	21.216	-55.339	8	2001	4000	2	255
234	9	3	49.5022	-13.7062	21.216	-55.339	8	2001	4000	2	255
235	9	3	49.5022	-13.7062	21.216	-55.339	8	2001	4000	2	255
236	9	3	49.5022	-13.7062	21.216	-55.339	8	2001	4000	2	255
237	9	3	49.5022	-13.7062	21.216	-55.339	8	2001	4000	2	255
238	9	3	49.5022	-13.7062	21.216	-55.339	8	2001	4000	2	255
239	9	3	49.5022	-13.7062	21.216	-55.339	8	2001	4000	2	255
240	9	3	49.5022	-13.7062	21.216	-55.339	8	2001	4000	2	255
241	9	3	49.5022	-13.7062	21.216	-55.339	8	2001	4000	2	255
242	9	3	49.5022	-13.7062	21.216	-55.339	8	2001	4000	2	255
243	9	3	49.5022	-13.7062	21.216	-55.339	8	2001	4000	2	255
244	9	3	49.5022	-13.7062	21.216	-55.339	8	2001	4000	2	255
245	9	3	49.5022	-13.7062	21.216	-55.339	8	2001	4000	2	255
246	9	3	49.5022	-13.7062	21.216	-55.339	8	2001	4000	2	255
247	9	3	49.5022	-13.7062	21.216	-55.339	8	2001	4000	2	255
248	9	3	49.5022	-13.7062	21.216	-55.339	8	2001	4000	2	255
249	9	3	49.5022	-13.7062	21.216	-55.339	8	2001	4000	2	255
250	9	3	49.5022	-13.7062	21.216	-55.339	8	2001	4000	2	255
251	9	3	49.5022	-13.7062	21.216	-55.339	8	2001	4000	2	255
252	9	3	49.5022	-13.7062	21.216	-55.339	8	2001	4000	2	255
253	9	3	49.5022	-13.7062	21.216	-55.339	8	2001	4000	2	255
254	9	3	49.5022	-13.7062	21.216	-55.339	8	2001	4000	2	255
255	9	3	49.5022	-13.7062	21.216	-55.339	8	2001	4000	2	255
256	9	3	49.5022	-13.7062	21.216	-55.339	8	2001	4000	2	255
257	9	3	49.5022	-13.7062	21.216	-55.339	8	2001	4000	2	255
258	9	3	49.5022	-13.7062	21.216	-55.339	8	2001	4000	2	255
259	9	3	49.5022	-13.7062	21.216	-55.339	8	2001	4000	2	255
260	9	3	49.5022	-13.7062	21.216	-55.339	8	2001	4000	2	255
261	9	3	49.5022	-13.7062	21.216	-55.339	8	2001	4000	2	255
262	9	3	49.5022	-13.7062	21.216	-55.339	8	2001	4000	2	255
263	9	3	49.5022	-13.7062	21.216	-55.339	8	2001	4000	2	255
264	9	3	49.5022	-13.7062	21.216	-55.339	8	2001	4000	2	255
265	9	3	49.5022	-13.7062	21.216	-55.339	8	2001	4000	2	255
266	9	3	49.5022	-13.7062	21.216	-55.339	8	2001	4000	2	255
267	9	3	49.5022	-13.7062	21.216	-55.339	8	2001	4000	2	255
268	9	3	49.5022	-13.7062	21.216	-55.339	8	2001	4000	2	255
269	9	3	49.5022	-13.7062	21.216	-55.339	8	2001	4000	2	255
270	9	3	49.5022	-13.7062	21.216	-55.339	8	2001	4000	2	255
271	9	3	49.5022	-13.7062	21.216	-55.339	8	2001	4000	2	255
272	10	3	48.5665	-15.0018	-73.681	-159.238	8	2001	4784	2	255
273	10	3	48.5665	-15.0018	-73.681	-159.238	8	2001	4784	2	255
274	10	3	48.5665	-15.0018	-73.681	-159.238	8	2001	4784	2	255
275	10	3	48.5665	-15.0018	-73.681	-159.238	8	2001	4784	2	255
276	10	3	48.5665	-15.0018	-73.681	-159.238	8	2001	4784	2	255
277	10	3	48.5665	-15.0018	-73.681	-159.238	8	2001	4784	2	255
278	10	3	48.5665	-15.0018	-73.681	-159.238	8	2001	4784	2	255
279	10	3	48.5665	-15.0018	-73.681	-159.238	8	2001	4784	2	255
280	10	3	48.5665	-15.0018	-73.681	-159.238	8	2001	4784	2	255
281	10	3	48.5665	-15.0018	-73.681	-159.238	8	2001	4784	2	255
282	10	3	48.5665	-15.0018	-73.681	-159.238	8	2001	4784	2	255
283	10	3	48.5665	-15.0018	-73.681	-159.238	8	2001	4784	2	255
284	10	3	48.5665	-15.0018	-73.681	-159.238	8	2001	4784	2	255
285	10	3	48.5665	-15.0018	-73.681	-159.238	8	2001	4784	2	255
286	10	3	48.5665	-15.0018	-73.681	-159.238	8	2001	4784	2	255
287	10	3	48.5665	-15.0018	-73.681	-159.238	8	2001	4784	2	255
288	10	3	48.5665	-15.0018	-73.681	-159.238	8	2001	4784	2	255
289	10	3	48.5665	-15.0018	-73.681	-159.238	8	2001	4784	2	255
290	10	3	48.5665	-15.0018	-73.681	-159.238	8	2001	4784	2	255
291	10	3	48.5665	-15.0018	-73.681	-159.238	8	2001	4784	2	255
292	10	3	48.5665	-15.0018	-73.681	-159.238	8	2001	4784	2	255
293	10	3	48.5665	-15.0018	-73.681	-159.238	8	2001	4784	2	255
294	10	3	48.5665	-15.0018	-73.681	-159.238	8	2001	4784	2	255
295	10	3	48.5665	-15.0018	-73.681	-159.238	8	2001	4784	2	255
296	10	3	48.5665	-15.0018	-73.681	-159.238	8	2001	4784	2	255
297	10	3	48.5665	-15.0018	-73.681	-159.238	8	2001	4784	2	255
298	10	3	48.5665	-15.0018	-73.681	-159.238	8	2001	4784	2	255
299	10	3	48.5665	-15.0018	-73.681	-159.238	8	2001	4784	2	255
300	10	3	48.5665	-15.0018	-73.681	-159.238	8	2001	4784	2	255
301	10	3	48.5665	-15.0018	-73.681	-159.238	8	2001	4784	2	255
302	10	3	48.5665	-15.0018	-73.681	-159.238	8	2001	4784	2	255
303	10	3	48.5665	-15.0018	-73.681	-159.238	8	2001	4784	2	255
304	10	3	48.5665	-15.0018	-73.681	-159.238	8	2001	4784	2	255
305	10	3	48.5665	-15.0018	-73.681	-159.238	8	2001	4784	2	255
306	10	3	48.5665	-15.0018	-73.681	-159.238	8	2001	4784	2	255
307	10	3	48.5665	-15.0018	-73.681	-159.238	8	2001	4784	2	255
308	10	3	48.5665	-15.0018	-73.681	-159.238	8	2001	4784	2	255
309	10	3	48.5665	-15.0018	-73.681	-159.238	8	2001	4784	2	255
310	10	3	48.5665	-15.0018	-73.681	-159.238	8	2001	4784	2	255
311	10	3	48.5665	-15.0018	-73.681	-159.238	8	2001	4784	2	255
312	10	3	48.5665	-15.0018	-73.681	-159.238	8	2001	4784	2	255
313	10	3	48.5665	-15.0018	-73.681	-159.238	8	2001	4784	2	255
314	10	3	48.5665	-15.0018	-73.681	-159.238	8	2001	4784	2	255
315	10	3	48.5665	-15.0018	-73.681	-159.238	8	2001	4784	2	255
316	10	3	48.5665	-15.0018	-73.681	-159.238	8	2001	4784	2	255
317	10	3	48.5665	-15.0018	-73.681	-159.238	8	2001	4784	2	255
318	10	3	48.5665	-15.0018	-73.681	-159.238	8	2001	4784	2	255
319	10	3	48.5665	-15.0018	-73.681	-159.238	8	2001	4784	2	255
320	10	3	48.5665	-15.0018	-73.681	-159.238	8	2001	4784	2	255
321	10	3	48.5665	-15.0018	-73.681	-159.238	8	2001	4784	2	255
322	10	3	48.5665	-15.0018	-73.681	-159.238	8	2001	4784	2	255
323	10	3	48.5665	-15.0018	-73.681	-159.238	8	2001	4784	2	255
324	10	3	48.5665	-15.0018	-73.681	-159.238	8	2001	4784	2	255
325	10	3	48.5665	-15.0018	-73.681	-159.238	8	2001	4784	2	255
326	10	3	48.5665	-15.0018	-73.681	-159.238	8	2001	4784	2	255
327	11	2	50.0005	-13.3845	43.927	0.111	8	2001	2809	2	255
328	11	2	50.0005	-13.3845	43.927	0.111	8	2001	2809	2	255
329	11	2	50.0005	-13.3845	43.927	0.111	8	2001	2809	2	255
330	11	2	50.0005	-13.3845	43.927	0.111	8	2001	2809	2	255
331	11	2	50.0005	-13.3845	43.927	0.111	8	2001	2809	2	255
332	11	2	50.0005	-13.3845	43.927	0.111	8	2001	2809	2	255
333	11	2	50.0005	-13.3845	43.927	0.111	8	2001	2809	2	255
334	11	2	50.0005	-13.3845	43.927	0.111	8	2001	2809	2	255
335	11	2	50.0005	-13.3845	43.927	0.111	8	2001	2809	2	255
336	11	2	50.0005	-13.3845	43.927	0.111	8	2001	2809	2	255
337	11	2	50.0005	-13.3845	43.927	0.111	8	2001	2809	2	255
338	11	2	50.0005	-13.3845	43.927	0.111	8	2001	2809	2	255
339	11	2	50.0005	-13.3845	43.927	0.111	8	2001	2809	2	255
340	11	2	50.0005	-13.3845	43.927	0.111	8	2001	2809	2	255
341	11	2	50.0005	-13.3845	43.927	0.111	8	2001	2809	2	255
342	11	2	50.0005	-13.3845	43.927	0.111	8	2001	2809	2	255
343	11	2	50.0005	-13.3845	43.927	0.111	8	2001	2809	2	255
344	11	2	50.0005	-13.3845	43.927	0.111	8	2001	2809	2	255
345	11	2	50.0005	-13.3845	43.927	0.111	8	2001	2809	2	255
346	11	2	50.0005	-13.3845	43.927	0.111	8	2001	2809	2	255
347	11	2	50.0005	-13.3845	43.927	0.111	8	2001	2809	2	255
348	11	2	50.0005	-13.3845	43.927	0.111	8	2001	2809	2	255
349	11	2	50.0005	-13.3845	43.927	0.111	8	2001	2809	2	255
350	11	2	50.0005	-13.3845	43.927	0.111	8	2001	2809	2	255
351	11	2	50.0005	-13.3845	43.927	0.111	8	2001	2809	2	255
352	11	2	50.0005	-13.3845	43.927	0.111	8	2001	2809	2	255
353	11	2	50.0005	-13.3845	43.927	0.111	8	2001	2809	2	255
354	11	2	50.0005	-13.3845	43.927	0.111	8	2001	2809	2	255
355	11	2	50.0005	-13.3845	43.927	0.111	8	2001	2809	2	255
356	11	2	50.0005	-13.3845	43.927	0.111	8	2001	2809	2	255
357	11	2	50.0005	-13.3845	43.927	0.111	8	2001	2809	2	255
358	11	2	50.0005	-13.3845	43.927	0.111	8	2001	2809	2	255
359	11	2	50.0005	-13.3845	43.927	0.111	8	2001	2809	2	255
360	11	2	50.0005	-13.3845	43.927	0.111	8	2001	2809	2	255
361	11	2	50.0005	-13.3845	43.927	0.111	8	2001	2809	2	255
362	11	2	50.0005	-13.3845	43.927	0.111	8	2001	2809	2	255
363	11	2	50.0005	-13.3845	43.927	0.111	8	2001	2809	2	255
364	11	2	50.0005	-13.3845	43.927	0.111	8	2001	2809	2	255
365	11	2	50.0005	-13.3845	43.927	0.111	8	2001	2809	2	255
366	11	2	50.0005	-13.3845	43.927	0.111	8	2001	2809	2	255
367	11	2	50.0005	-13.3845	43.927	0.111	8	2001	2809	2	255
368	11	2	50.0005	-13.3845	43.927	0.111	8	2001	2809	2	255
369	11	2	50.0005	-13.3845	43.927	0.111	8	2001	2809	2	255
370	11	2	50.0005	-13.3845	43.927	0.111	8	2001	2809	2	255
371	11	2	50.0005	-13.3845	43.927	0.111	8	2001	2809	2	255
