SampleDepth	Sources	Station	Time	Latitude	Longitude	Xkm	Ykm	Month	Year	BottomDepth	Season	Discovery	RelativeDepth
2300	3.71	2	3	50.091	-14.4665	-33.294	10.112	4	2001	3981	1	252	1681
1857	3.18	2	3	50.091	-14.4665	-33.294	10.112	4	2001	3981	1	252	2124
2243	2.47	2	3	50.091	-14.4665	-33.294	10.112	4	2001	3981	1	252	1738
2212	2.29	2	3	50.091	-14.4665	-33.294	10.112	4	2001	3981	1	252	1769
2267	2.29	2	3	50.091	-14.4665	-33.294	10.112	4	2001	3981	1	252	1714
3333	1.41	2	3	50.091	-14.4665	-33.294	10.112	4	2001	3981	1	252	648
3277	1.06	2	3	50.091	-14.4665	-33.294	10.112	4	2001	3981	1	252	704
3394	1.06	2	3	50.091	-14.4665	-33.294	10.112	4	2001	3981	1	252	587
3362	0.88	2	3	50.091	-14.4665	-33.294	10.112	4	2001	3981	1	252	619
3164	0.71	2	3	50.091	-14.4665	-33.294	10.112	4	2001	3981	1	252	817
3187	0.71	2	3	50.091	-14.4665	-33.294	10.112	4	2001	3981	1	252	794
3249	0.71	2	3	50.091	-14.4665	-33.294	10.112	4	2001	3981	1	252	732
3541	0.71	2	3	50.091	-14.4665	-33.294	10.112	4	2001	3981	1	252	440
3423	0.53	2	3	50.091	-14.4665	-33.294	10.112	4	2001	3981	1	252	558
3623	0.53	2	3	50.091	-14.4665	-33.294	10.112	4	2001	3981	1	252	358
3857	0.53	2	3	50.091	-14.4665	-33.294	10.112	4	2001	3981	1	252	124
3888	0.53	2	3	50.091	-14.4665	-33.294	10.112	4	2001	3981	1	252	93
3448	0.35	2	3	50.091	-14.4665	-33.294	10.112	4	2001	3981	1	252	533
3480	0.35	2	3	50.091	-14.4665	-33.294	10.112	4	2001	3981	1	252	501
3509	0.35	2	3	50.091	-14.4665	-33.294	10.112	4	2001	3981	1	252	472
3658	0.35	2	3	50.091	-14.4665	-33.294	10.112	4	2001	3981	1	252	323
3716	0.35	2	3	50.091	-14.4665	-33.294	10.112	4	2001	3981	1	252	265
3743	0.35	2	3	50.091	-14.4665	-33.294	10.112	4	2001	3981	1	252	238
3771	0.35	2	3	50.091	-14.4665	-33.294	10.112	4	2001	3981	1	252	210
3916	0.35	2	3	50.091	-14.4665	-33.294	10.112	4	2001	3981	1	252	65
3219	0.18	2	3	50.091	-14.4665	-33.294	10.112	4	2001	3981	1	252	762
3303	0.18	2	3	50.091	-14.4665	-33.294	10.112	4	2001	3981	1	252	678
3565	0.18	2	3	50.091	-14.4665	-33.294	10.112	4	2001	3981	1	252	416
3686	0.18	2	3	50.091	-14.4665	-33.294	10.112	4	2001	3981	1	252	295
3798	0.18	2	3	50.091	-14.4665	-33.294	10.112	4	2001	3981	1	252	183
3832	0.18	2	3	50.091	-14.4665	-33.294	10.112	4	2001	3981	1	252	149
3595	0	2	3	50.091	-14.4665	-33.294	10.112	4	2001	3981	1	252	386
516	24.43	3	1	50.1337	-14.4992	-35.543	14.890	4	2001	3977	1	252	3461
550	22.41	3	1	50.1337	-14.4992	-35.543	14.890	4	2001	3977	1	252	3427
591	20.07	3	1	50.1337	-14.4992	-35.543	14.890	4	2001	3977	1	252	3386
1053	12.14	3	1	50.1337	-14.4992	-35.543	14.890	4	2001	3977	1	252	2924
1020	11.05	3	1	50.1337	-14.4992	-35.543	14.890	4	2001	3977	1	252	2957
1090	10.74	3	1	50.1337	-14.4992	-35.543	14.890	4	2001	3977	1	252	2887
1125	9.65	3	1	50.1337	-14.4992	-35.543	14.890	4	2001	3977	1	252	2852
1555	8.25	3	1	50.1337	-14.4992	-35.543	14.890	4	2001	3977	1	252	2422
1588	7	3	1	50.1337	-14.4992	-35.543	14.890	4	2001	3977	1	252	2389
1626	6.85	3	1	50.1337	-14.4992	-35.543	14.890	4	2001	3977	1	252	2351
1662	4.82	3	1	50.1337	-14.4992	-35.543	14.890	4	2001	3977	1	252	2315
2131	2.49	3	1	50.1337	-14.4992	-35.543	14.890	4	2001	3977	1	252	1846
2169	2.49	3	1	50.1337	-14.4992	-35.543	14.890	4	2001	3977	1	252	1808
2202	2.49	3	1	50.1337	-14.4992	-35.543	14.890	4	2001	3977	1	252	1775
2097	1.87	3	1	50.1337	-14.4992	-35.543	14.890	4	2001	3977	1	252	1880
2625	1.87	3	1	50.1337	-14.4992	-35.543	14.890	4	2001	3977	1	252	1352
2656	1.71	3	1	50.1337	-14.4992	-35.543	14.890	4	2001	3977	1	252	1321
2726	1.09	3	1	50.1337	-14.4992	-35.543	14.890	4	2001	3977	1	252	1251
3965	1.09	3	1	50.1337	-14.4992	-35.543	14.890	4	2001	3977	1	252	12
3750	0.62	3	1	50.1337	-14.4992	-35.543	14.890	4	2001	3977	1	252	227
3790	0.62	3	1	50.1337	-14.4992	-35.543	14.890	4	2001	3977	1	252	187
3927	0.62	3	1	50.1337	-14.4992	-35.543	14.890	4	2001	3977	1	252	50
2692	0.47	3	1	50.1337	-14.4992	-35.543	14.890	4	2001	3977	1	252	1285
3890	0.47	3	1	50.1337	-14.4992	-35.543	14.890	4	2001	3977	1	252	87
3856	0.31	3	1	50.1337	-14.4992	-35.543	14.890	4	2001	3977	1	252	121
3716	0.16	3	1	50.1337	-14.4992	-35.543	14.890	4	2001	3977	1	252	261
3824	0.16	3	1	50.1337	-14.4992	-35.543	14.890	4	2001	3977	1	252	153
559	27.56	4	1	49.8358	-11.4977	179.313	-18.224	4	2001	740	1	252	181
634	27.56	4	1	49.8358	-11.4977	179.313	-18.224	4	2001	740	1	252	106
522	26.45	4	1	49.8358	-11.4977	179.313	-18.224	4	2001	740	1	252	218
596	24.52	4	1	49.8358	-11.4977	179.313	-18.224	4	2001	740	1	252	144
670	17.73	4	1	49.8358	-11.4977	179.313	-18.224	4	2001	740	1	252	70
526	26.83	5	2	49.8842	-11.633	169.599	-13.067	4	2001	1035	1	252	509
561	25.66	5	2	49.8842	-11.633	169.599	-13.067	4	2001	1035	1	252	474
633	23.01715291	5	2	49.8842	-11.633	169.599	-13.067	4	2001	1035	1	252	402
596	20.67	5	2	49.8842	-11.633	169.599	-13.067	4	2001	1035	1	252	439
671	20.08503152	5	2	49.8842	-11.633	169.599	-13.067	4	2001	1035	1	252	364
708	19.64521331	5	2	49.8842	-11.633	169.599	-13.067	4	2001	1035	1	252	327
742	16.12666764	5	2	49.8842	-11.633	169.599	-13.067	4	2001	1035	1	252	293
773	14.36739481	5	2	49.8842	-11.633	169.599	-13.067	4	2001	1035	1	252	262
811	12.46151591	5	2	49.8842	-11.633	169.599	-13.067	4	2001	1035	1	252	224
845	12.31490984	5	2	49.8842	-11.633	169.599	-13.067	4	2001	1035	1	252	190
882	12.0216977	5	2	49.8842	-11.633	169.599	-13.067	4	2001	1035	1	252	153
919	11.87509163	5	2	49.8842	-11.633	169.599	-13.067	4	2001	1035	1	252	116
1305	33.91	6	2	49.2672	-13.4825	37.488	-81.453	8	2001	4020	2	255	2715
1355	33.59	6	2	49.2672	-13.4825	37.488	-81.453	8	2001	4020	2	255	2665
1257	32.3	6	2	49.2672	-13.4825	37.488	-81.453	8	2001	4020	2	255	2763
1208	29.71	6	2	49.2672	-13.4825	37.488	-81.453	8	2001	4020	2	255	2812
1750	20.02	6	2	49.2672	-13.4825	37.488	-81.453	8	2001	4020	2	255	2270
718	19.49	6	2	49.2672	-13.4825	37.488	-81.453	8	2001	4020	2	255	3302
818	18.41	6	2	49.2672	-13.4825	37.488	-81.453	8	2001	4020	2	255	3202
1796	16.79	6	2	49.2672	-13.4825	37.488	-81.453	8	2001	4020	2	255	2224
768	16.47	6	2	49.2672	-13.4825	37.488	-81.453	8	2001	4020	2	255	3252
668	16.26	6	2	49.2672	-13.4825	37.488	-81.453	8	2001	4020	2	255	3352
1847	12.92	6	2	49.2672	-13.4825	37.488	-81.453	8	2001	4020	2	255	2173
1899	9.15	6	2	49.2672	-13.4825	37.488	-81.453	8	2001	4020	2	255	2121
2386	2.15	6	2	49.2672	-13.4825	37.488	-81.453	8	2001	4020	2	255	1634
2289	1.94	6	2	49.2672	-13.4825	37.488	-81.453	8	2001	4020	2	255	1731
2335	1.83	6	2	49.2672	-13.4825	37.488	-81.453	8	2001	4020	2	255	1685
2435	1.61	6	2	49.2672	-13.4825	37.488	-81.453	8	2001	4020	2	255	1585
2828	1.4	6	2	49.2672	-13.4825	37.488	-81.453	8	2001	4020	2	255	1192
2875	0.75	6	2	49.2672	-13.4825	37.488	-81.453	8	2001	4020	2	255	1145
2975	0.75	6	2	49.2672	-13.4825	37.488	-81.453	8	2001	4020	2	255	1045
2927	0.65	6	2	49.2672	-13.4825	37.488	-81.453	8	2001	4020	2	255	1093
3415	0.43	6	2	49.2672	-13.4825	37.488	-81.453	8	2001	4020	2	255	605
3516	0.43	6	2	49.2672	-13.4825	37.488	-81.453	8	2001	4020	2	255	504
3367	0.32	6	2	49.2672	-13.4825	37.488	-81.453	8	2001	4020	2	255	653
3463	0.32	6	2	49.2672	-13.4825	37.488	-81.453	8	2001	4020	2	255	557
3897	0.22	6	2	49.2672	-13.4825	37.488	-81.453	8	2001	4020	2	255	123
3995	0.11	6	2	49.2672	-13.4825	37.488	-81.453	8	2001	4020	2	255	25
3946	0	6	2	49.2672	-13.4825	37.488	-81.453	8	2001	4020	2	255	74
1356.21	45.98	7	3	49.8517	-13.0368	68.996	-16.446	8	2001	2487	2	255	1130.79
1277.74	43.24	7	3	49.8517	-13.0368	68.996	-16.446	8	2001	2487	2	255	1209.26
1473.91	41.48	7	3	49.8517	-13.0368	68.996	-16.446	8	2001	2487	2	255	1013.09
1199.28	41.13	7	3	49.8517	-13.0368	68.996	-16.446	8	2001	2487	2	255	1287.72
1238.51	39.9	7	3	49.8517	-13.0368	68.996	-16.446	8	2001	2487	2	255	1248.49
1316.98	39.2	7	3	49.8517	-13.0368	68.996	-16.446	8	2001	2487	2	255	1170.02
1513.15	30.23	7	3	49.8517	-13.0368	68.996	-16.446	8	2001	2487	2	255	973.85
1591.62	30.23	7	3	49.8517	-13.0368	68.996	-16.446	8	2001	2487	2	255	895.38
1630.85	26.89	7	3	49.8517	-13.0368	68.996	-16.446	8	2001	2487	2	255	856.15
1081.57	25.95	7	3	49.8517	-13.0368	68.996	-16.446	8	2001	2487	2	255	1405.43
1552.38	24.78	7	3	49.8517	-13.0368	68.996	-16.446	8	2001	2487	2	255	934.62
650	24.26	7	3	49.8517	-13.0368	68.996	-16.446	8	2001	2487	2	255	1837
963.87	23.03	7	3	49.8517	-13.0368	68.996	-16.446	8	2001	2487	2	255	1523.13
689.23	22.68	7	3	49.8517	-13.0368	68.996	-16.446	8	2001	2487	2	255	1797.77
1003.11	22.5	7	3	49.8517	-13.0368	68.996	-16.446	8	2001	2487	2	255	1483.89
1042.34	21.8	7	3	49.8517	-13.0368	68.996	-16.446	8	2001	2487	2	255	1444.66
728.47	20.92	7	3	49.8517	-13.0368	68.996	-16.446	8	2001	2487	2	255	1758.53
924.64	18.98	7	3	49.8517	-13.0368	68.996	-16.446	8	2001	2487	2	255	1562.36
767.7	17.58	7	3	49.8517	-13.0368	68.996	-16.446	8	2001	2487	2	255	1719.3
806.94	17.09	7	3	49.8517	-13.0368	68.996	-16.446	8	2001	2487	2	255	1680.06
1748.55	16.35	7	3	49.8517	-13.0368	68.996	-16.446	8	2001	2487	2	255	738.45
1866.26	15.82	7	3	49.8517	-13.0368	68.996	-16.446	8	2001	2487	2	255	620.74
1905.49	14.55	7	3	49.8517	-13.0368	68.996	-16.446	8	2001	2487	2	255	581.51
2101.66	14.24	7	3	49.8517	-13.0368	68.996	-16.446	8	2001	2487	2	255	385.34
2023.19	13.89	7	3	49.8517	-13.0368	68.996	-16.446	8	2001	2487	2	255	463.81
2062.43	11.78	7	3	49.8517	-13.0368	68.996	-16.446	8	2001	2487	2	255	424.57
1787.79	11.25	7	3	49.8517	-13.0368	68.996	-16.446	8	2001	2487	2	255	699.21
1827.02	9.84	7	3	49.8517	-13.0368	68.996	-16.446	8	2001	2487	2	255	659.98
2140.89	6.15	7	3	49.8517	-13.0368	68.996	-16.446	8	2001	2487	2	255	346.11
2180.13	5.48	7	3	49.8517	-13.0368	68.996	-16.446	8	2001	2487	2	255	306.87
2337.06	4.39	7	3	49.8517	-13.0368	68.996	-16.446	8	2001	2487	2	255	149.94
2297.83	3.87	7	3	49.8517	-13.0368	68.996	-16.446	8	2001	2487	2	255	189.17
2376.3	3.34	7	3	49.8517	-13.0368	68.996	-16.446	8	2001	2487	2	255	110.7
2454.77	2.95	7	3	49.8517	-13.0368	68.996	-16.446	8	2001	2487	2	255	32.23
2415.53	1.76	7	3	49.8517	-13.0368	68.996	-16.446	8	2001	2487	2	255	71.47
1417	39.43	8	2	49.8515	-13.047	68.280	-16.446	8	2001	2497	2	255	1080.46
1167	37.91	8	2	49.8515	-13.047	68.280	-16.446	8	2001	2497	2	255	1329.82
1452	35.93	8	2	49.8515	-13.047	68.280	-16.446	8	2001	2497	2	255	1044.82
1276	35.78	8	2	49.8515	-13.047	68.280	-16.446	8	2001	2497	2	255	1221.47
1521	35.78	8	2	49.8515	-13.047	68.280	-16.446	8	2001	2497	2	255	975.55
1132	33.49	8	2	49.8515	-13.047	68.280	-16.446	8	2001	2497	2	255	1364.59
1203	32.28	8	2	49.8515	-13.047	68.280	-16.446	8	2001	2497	2	255	1293.98
1487	30.6	8	2	49.8515	-13.047	68.280	-16.446	8	2001	2497	2	255	1010.11
1658	30.14	8	2	49.8515	-13.047	68.280	-16.446	8	2001	2497	2	255	838.74
1239	29.99	8	2	49.8515	-13.047	68.280	-16.446	8	2001	2497	2	255	1257.68
1692	22.99	8	2	49.8515	-13.047	68.280	-16.446	8	2001	2497	2	255	805.34
682	20.25	8	2	49.8515	-13.047	68.280	-16.446	8	2001	2497	2	255	1815.03
922	20.1	8	2	49.8515	-13.047	68.280	-16.446	8	2001	2497	2	255	1574.92
1760	19.64	8	2	49.8515	-13.047	68.280	-16.446	8	2001	2497	2	255	737.2
1896	18.88	8	2	49.8515	-13.047	68.280	-16.446	8	2001	2497	2	255	600.97
957	18.73	8	2	49.8515	-13.047	68.280	-16.446	8	2001	2497	2	255	1539.85
715	18.57	8	2	49.8515	-13.047	68.280	-16.446	8	2001	2497	2	255	1781.86
1930	17.51	8	2	49.8515	-13.047	68.280	-16.446	8	2001	2497	2	255	566.82
1726	17.2	8	2	49.8515	-13.047	68.280	-16.446	8	2001	2497	2	255	770.83
749	16.44	8	2	49.8515	-13.047	68.280	-16.446	8	2001	2497	2	255	1747.56
887	16.14	8	2	49.8515	-13.047	68.280	-16.446	8	2001	2497	2	255	1609.55
992	15.53	8	2	49.8515	-13.047	68.280	-16.446	8	2001	2497	2	255	1504.79
1965	14.62	8	2	49.8515	-13.047	68.280	-16.446	8	2001	2497	2	255	532.35
647	14.16	8	2	49.8515	-13.047	68.280	-16.446	8	2001	2497	2	255	1849.63
1998	11.57	8	2	49.8515	-13.047	68.280	-16.446	8	2001	2497	2	255	499.16
2133	8.07	8	2	49.8515	-13.047	68.280	-16.446	8	2001	2497	2	255	363.81
2166	7.31	8	2	49.8515	-13.047	68.280	-16.446	8	2001	2497	2	255	330.94
2200	5.48	8	2	49.8515	-13.047	68.280	-16.446	8	2001	2497	2	255	297.09
2234	4.26	8	2	49.8515	-13.047	68.280	-16.446	8	2001	2497	2	255	263
2438	2.89	8	2	49.8515	-13.047	68.280	-16.446	8	2001	2497	2	255	59.02
2267	2.59	8	2	49.8515	-13.047	68.280	-16.446	8	2001	2497	2	255	229.92
2505	1.37	8	2	49.8515	-13.047	68.280	-16.446	8	2001	2497	2	255	-7.85
2471	1.07	8	2	49.8515	-13.047	68.280	-16.446	8	2001	2497	2	255	26.02
2404	0.76	8	2	49.8515	-13.047	68.280	-16.446	8	2001	2497	2	255	93.26
1300	31.08	9	3	49.5022	-13.7062	21.216	-55.339	8	2001	4000	2	255	2700.13
1369	25.48	9	3	49.5022	-13.7062	21.216	-55.339	8	2001	4000	2	255	2630.79
1127	25.02	9	3	49.5022	-13.7062	21.216	-55.339	8	2001	4000	2	255	2873.35
1335	24.55	9	3	49.5022	-13.7062	21.216	-55.339	8	2001	4000	2	255	2665.3
1195	22.07	9	3	49.5022	-13.7062	21.216	-55.339	8	2001	4000	2	255	2804.59
1231	21.91	9	3	49.5022	-13.7062	21.216	-55.339	8	2001	4000	2	255	2769.45
1503	21.76	9	3	49.5022	-13.7062	21.216	-55.339	8	2001	4000	2	255	2497.26
1161	21.13	9	3	49.5022	-13.7062	21.216	-55.339	8	2001	4000	2	255	2838.65
1402	20.82	9	3	49.5022	-13.7062	21.216	-55.339	8	2001	4000	2	255	2597.57
1435	20.82	9	3	49.5022	-13.7062	21.216	-55.339	8	2001	4000	2	255	2564.77
1469	20.2	9	3	49.5022	-13.7062	21.216	-55.339	8	2001	4000	2	255	2530.98
1056	19.27	9	3	49.5022	-13.7062	21.216	-55.339	8	2001	4000	2	255	2944.15
1091	18.18	9	3	49.5022	-13.7062	21.216	-55.339	8	2001	4000	2	255	2908.59
1636	18.18	9	3	49.5022	-13.7062	21.216	-55.339	8	2001	4000	2	255	2363.97
1536	17.56	9	3	49.5022	-13.7062	21.216	-55.339	8	2001	4000	2	255	2464.24
1020	16.47	9	3	49.5022	-13.7062	21.216	-55.339	8	2001	4000	2	255	2979.63
1569	16.16	9	3	49.5022	-13.7062	21.216	-55.339	8	2001	4000	2	255	2430.69
985	15.38	9	3	49.5022	-13.7062	21.216	-55.339	8	2001	4000	2	255	3014.83
951	14.45	9	3	49.5022	-13.7062	21.216	-55.339	8	2001	4000	2	255	3049.44
1669	12.59	9	3	49.5022	-13.7062	21.216	-55.339	8	2001	4000	2	255	2330.99
1702	11.81	9	3	49.5022	-13.7062	21.216	-55.339	8	2001	4000	2	255	2297.86
1804	11.03	9	3	49.5022	-13.7062	21.216	-55.339	8	2001	4000	2	255	2195.55
1771	10.88	9	3	49.5022	-13.7062	21.216	-55.339	8	2001	4000	2	255	2229.46
1737	9.32	9	3	49.5022	-13.7062	21.216	-55.339	8	2001	4000	2	255	2263.29
1872	8.24	9	3	49.5022	-13.7062	21.216	-55.339	8	2001	4000	2	255	2128.1
1974	7.15	9	3	49.5022	-13.7062	21.216	-55.339	8	2001	4000	2	255	2026.16
1838	6.06	9	3	49.5022	-13.7062	21.216	-55.339	8	2001	4000	2	255	2161.57
1905	5.9	9	3	49.5022	-13.7062	21.216	-55.339	8	2001	4000	2	255	2094.65
2041	5.59	9	3	49.5022	-13.7062	21.216	-55.339	8	2001	4000	2	255	1958.7
2007	4.66	9	3	49.5022	-13.7062	21.216	-55.339	8	2001	4000	2	255	1992.73
2140	4.66	9	3	49.5022	-13.7062	21.216	-55.339	8	2001	4000	2	255	1859.87
2074	4.2	9	3	49.5022	-13.7062	21.216	-55.339	8	2001	4000	2	255	1925.83
2107	4.2	9	3	49.5022	-13.7062	21.216	-55.339	8	2001	4000	2	255	1892.68
2207	3.57	9	3	49.5022	-13.7062	21.216	-55.339	8	2001	4000	2	255	1792.94
2240	3.57	9	3	49.5022	-13.7062	21.216	-55.339	8	2001	4000	2	255	1760.18
2173	3.42	9	3	49.5022	-13.7062	21.216	-55.339	8	2001	4000	2	255	1826.53
2308	3.42	9	3	49.5022	-13.7062	21.216	-55.339	8	2001	4000	2	255	1692.02
2443	2.18	9	3	49.5022	-13.7062	21.216	-55.339	8	2001	4000	2	255	1556.5
2409	2.02	9	3	49.5022	-13.7062	21.216	-55.339	8	2001	4000	2	255	1590.71
2375	1.86	9	3	49.5022	-13.7062	21.216	-55.339	8	2001	4000	2	255	1624.76
2476	1.86	9	3	49.5022	-13.7062	21.216	-55.339	8	2001	4000	2	255	1523.6
2510	1.71	9	3	49.5022	-13.7062	21.216	-55.339	8	2001	4000	2	255	1490.22
2341	1.55	9	3	49.5022	-13.7062	21.216	-55.339	8	2001	4000	2	255	1658.63
2577	1.4	9	3	49.5022	-13.7062	21.216	-55.339	8	2001	4000	2	255	1423.31
2644	1.4	9	3	49.5022	-13.7062	21.216	-55.339	8	2001	4000	2	255	1355.72
2543	1.24	9	3	49.5022	-13.7062	21.216	-55.339	8	2001	4000	2	255	1456.76
2747	0.93	9	3	49.5022	-13.7062	21.216	-55.339	8	2001	4000	2	255	1252.83
2781	0.93	9	3	49.5022	-13.7062	21.216	-55.339	8	2001	4000	2	255	1218.64
2815	0.93	9	3	49.5022	-13.7062	21.216	-55.339	8	2001	4000	2	255	1185.43
2849	0.93	9	3	49.5022	-13.7062	21.216	-55.339	8	2001	4000	2	255	1151.22
2678	0.78	9	3	49.5022	-13.7062	21.216	-55.339	8	2001	4000	2	255	1321.66
2713	0.78	9	3	49.5022	-13.7062	21.216	-55.339	8	2001	4000	2	255	1287.47
2916	0.47	9	3	49.5022	-13.7062	21.216	-55.339	8	2001	4000	2	255	1084.17
2882	0.16	9	3	49.5022	-13.7062	21.216	-55.339	8	2001	4000	2	255	1118.04
2628	2.32	10	3	48.5665	-15.0018	-73.681	-159.238	8	2001	4784	2	255	2156.17
2661	2.01	10	3	48.5665	-15.0018	-73.681	-159.238	8	2001	4784	2	255	2122.82
2594	1.7	10	3	48.5665	-15.0018	-73.681	-159.238	8	2001	4784	2	255	2189.69
2996	1.7	10	3	48.5665	-15.0018	-73.681	-159.238	8	2001	4784	2	255	1787.97
3129	1.39	10	3	48.5665	-15.0018	-73.681	-159.238	8	2001	4784	2	255	1655.04
2695	1.23	10	3	48.5665	-15.0018	-73.681	-159.238	8	2001	4784	2	255	2089.16
2896	1.23	10	3	48.5665	-15.0018	-73.681	-159.238	8	2001	4784	2	255	1887.96
3096	1.23	10	3	48.5665	-15.0018	-73.681	-159.238	8	2001	4784	2	255	1688.28
3431	1.08	10	3	48.5665	-15.0018	-73.681	-159.238	8	2001	4784	2	255	1353.34
3464	1.08	10	3	48.5665	-15.0018	-73.681	-159.238	8	2001	4784	2	255	1319.56
2795	0.93	10	3	48.5665	-15.0018	-73.681	-159.238	8	2001	4784	2	255	1988.89
3062	0.93	10	3	48.5665	-15.0018	-73.681	-159.238	8	2001	4784	2	255	1721.57
3163	0.93	10	3	48.5665	-15.0018	-73.681	-159.238	8	2001	4784	2	255	1621.27
3196	0.93	10	3	48.5665	-15.0018	-73.681	-159.238	8	2001	4784	2	255	1588
3229	0.93	10	3	48.5665	-15.0018	-73.681	-159.238	8	2001	4784	2	255	1554.75
3296	0.93	10	3	48.5665	-15.0018	-73.681	-159.238	8	2001	4784	2	255	1487.77
3733	0.93	10	3	48.5665	-15.0018	-73.681	-159.238	8	2001	4784	2	255	1051.03
4204	0.93	10	3	48.5665	-15.0018	-73.681	-159.238	8	2001	4784	2	255	580.28
2729	0.77	10	3	48.5665	-15.0018	-73.681	-159.238	8	2001	4784	2	255	2055.45
3029	0.77	10	3	48.5665	-15.0018	-73.681	-159.238	8	2001	4784	2	255	1754.61
3531	0.77	10	3	48.5665	-15.0018	-73.681	-159.238	8	2001	4784	2	255	1252.64
2829	0.62	10	3	48.5665	-15.0018	-73.681	-159.238	8	2001	4784	2	255	1955.16
